Index,0 [0x0][0x0],1 [0x19][0x30],2 [0x5][0x8],3 [0x3][0x1c],4 [0x5][0xa],5 [0x3][0x1d],6 [0x4][0x1a],7 [0x5][0xc],8 [0x3][0x1e],9 [0x2][0x2c],10 [0x3][0x1f],11 [0x2][0x2d],12 [0x1a][0x30],13 [0x1b][0x30],14 [0x1c][0x30],15 [0x1d][0x30],16 [0x1e][0x30],17 [0x1f][0x30],18 [0x20][0x30],19 [0x19][0x31],20 [0x1a][0x31],21 [0x2][0x2e],22 [0x1b][0x31],23 [0x1c][0x31],24 [0x3][0x20],25 [0x3][0x21],26 [0x3][0x22],27 [0x1d][0x31],28 [0x3][0x23],29 [0x5][0xe],30 [0x3][0x24],31 [0x5][0x10],32 [0x5][0x12],33 [0x1e][0x31],34 [0x5][0x14],35 [0x5][0x16],36 [0x3][0x25],37 [0x2][0x2f],38 [0x3][0x26],39 [0x3][0x27],40 [0x5][0x18],41 [0x7][0x4],42 [0x3][0x28],43 [0x3][0x29],44 [0x1f][0x31],45 [0x20][0x31],46 [0x3][0x2a],47 [0x19][0x32],48 [0x1a][0x32],49 [0x1b][0x32],50 [0x1c][0x32],51 [0x1d][0x32],52 [0x1e][0x32],53 [0x1f][0x32],54 [0x20][0x32],55 [0x19][0x33],56 [0x3][0x2b],57 [0x1a][0x33]
100,"독화살",false,363,3,3896,205,358,1875,195,5,6,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,80,0,0,0,false,0,25,58,-1,7,0,0,0,106,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
101,"용맹한 사격",false,352,4,0,0,410,1875,0,5,4,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1800,11,0,0,0,0,0,49,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
102,"불타는 화살",false,368,4,0,0,416,1875,0,5,46,-1,false,false,false,false,false,false,true,false,false,0,true,true,7,5,0,false,0,0,0,0,0,true,0,600,6,-1,1,0,0,0,50,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
103,"고통 종결",false,364,4,0,0,411,1875,0,5,8,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,6,0,0,true,0,120,1,-1,7,0,0,0,50,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
104,"고요한 사격",false,351,4,0,0,412,1875,0,5,34,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,9,0,0,0,0,0,49,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
105,"질주의 노래",false,362,2,96,95,444,1898,0,5,22,0,true,false,false,false,false,false,false,false,false,0,true,true,1,20,0,false,0,0,38,0,0,false,10,25,58,5,3,0,133,0,50,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
106,"재빠른 활시위",false,360,3,3896,205,360,1894,0,5,18,8,false,false,false,true,false,false,false,false,false,0,true,true,3,8,0,true,5,140,0,0,0,false,0,25,58,-1,7,0,0,0,50,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
107,"마구 쏘기",false,353,4,0,0,413,1875,0,5,38,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,8,0,0,0,0,0,50,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
108,"그림자 묶기",false,356,4,0,0,363,1875,0,5,10,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,400,5,-1,7,0,0,0,50,3,false,false,0,false,false,false,true,true,true,false,false,true,0,false
109,"침묵의 화살",false,369,4,0,0,417,1875,0,5,42,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,3,-1,7,0,0,0,50,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
110,"사혈 화살",false,361,4,0,0,359,1875,0,5,12,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,150,2,-1,7,0,0,0,50,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
111,"일제 사격",false,357,3,3896,205,361,1914,0,5,50,-1,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,5,160,0,0,0,false,0,25,58,-1,7,0,0,0,50,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
112,"후퇴 사격",false,366,4,0,0,364,1875,0,5,15,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,300,4,-1,7,0,0,68,50,2,false,true,0,false,false,true,true,true,true,false,false,true,0,false
113,"바람 화살",false,367,3,3896,205,366,1875,0,5,30,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,80,0,0,0,false,0,25,58,-1,3,0,0,69,50,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
114,"현자의 담시곡",false,2602,2,96,95,445,1899,0,23,30,0,true,false,false,false,false,false,false,false,false,0,true,true,1,20,0,false,0,0,0,0,0,false,15,25,58,5,3,0,135,51,24,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
115,"마인의 진혼곡",false,2604,2,96,95,446,1900,0,23,35,0,true,false,false,false,false,false,false,false,false,0,true,true,1,20,0,false,0,0,0,0,0,false,15,25,58,5,3,0,139,52,24,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
116,"군신의 찬가",false,2603,2,96,95,447,1901,0,23,40,0,true,false,false,false,false,false,false,false,false,0,true,true,1,20,0,false,0,0,0,0,0,false,15,25,58,5,3,0,137,53,24,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
117,"죽음의 화살비",false,2605,4,0,0,362,1895,0,23,45,-1,false,false,false,true,false,false,false,false,false,0,true,true,2,8,0,true,0,0,0,0,0,false,0,150,2,-1,7,0,0,54,24,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
118,"전장의 노래",false,2601,4,0,0,415,1890,0,23,50,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1800,13,0,0,0,0,55,24,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
119,"스톤",false,403,2,98,82,448,1875,0,6,1,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,0,0,0,false,25,25,58,5,4,0,0,0,53,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
120,"케알",false,405,2,98,87,449,1875,0,6,2,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,5,0,0,0,false,20,25,58,5,7,0,0,0,52,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
121,"에어로",false,401,2,98,81,450,1875,0,6,4,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,0,0,0,false,0,25,58,5,3,0,0,0,61,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
122,"성전 태세",false,413,4,0,0,418,1875,0,6,6,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,50,1,0,0,0,145,0,73,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
123,"프로테스",false,410,2,98,90,451,1886,0,6,8,30,true,true,false,false,false,false,false,false,false,0,true,false,2,15,0,false,3,10,0,0,0,false,30,25,58,5,7,0,0,0,52,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
124,"메디카",false,408,2,98,87,452,1909,0,6,10,0,true,false,false,false,false,false,false,false,false,0,true,false,2,15,0,false,3,14,0,0,0,false,25,25,58,5,7,0,0,0,53,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
125,"레이즈",false,411,2,98,89,454,1875,0,6,12,30,false,true,true,false,true,false,false,false,false,1,true,false,1,0,0,false,3,30,38,0,0,false,80,25,58,5,7,0,0,0,52,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
126,"에스나",false,417,2,98,88,455,1875,0,6,18,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,7,0,0,0,false,10,25,58,5,0,0,0,0,53,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
127,"스톤라",false,404,2,98,82,456,1875,0,6,22,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,5,0,0,0,false,25,25,58,5,4,0,0,0,53,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
128,"휴면",false,414,2,98,86,457,1875,0,6,26,30,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,8,0,0,0,false,25,25,58,5,7,0,0,0,53,3,true,false,0,false,false,false,true,true,true,false,false,true,0,false
129,"스톤스킨",false,412,2,98,90,459,1945,0,6,34,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,10,0,0,0,false,30,25,58,5,4,0,0,0,52,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
130,"여신의 가호",false,415,4,0,0,420,1875,0,6,38,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,8,0,0,0,0,0,53,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
131,"케알가",false,407,2,98,87,461,1907,0,6,42,30,true,true,false,false,false,false,false,true,true,0,true,false,2,6,0,false,3,19,0,0,0,false,20,25,58,5,7,3,0,0,53,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
132,"에어로라",false,402,2,98,81,463,1875,0,6,46,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,5,0,0,0,false,25,25,58,5,3,0,0,0,53,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
133,"메디카라",false,409,2,98,87,464,1908,0,6,50,0,true,false,false,false,false,false,false,false,false,0,true,false,2,20,0,false,3,17,0,0,0,false,30,25,58,5,7,0,0,0,53,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
134,"물의 오라",false,416,4,0,0,453,1875,0,6,15,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,3,5,6,0,0,70,53,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
135,"케알라",false,406,2,98,87,458,1875,0,6,30,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,10,0,0,0,false,20,25,58,5,7,2,0,71,53,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
136,"쾌속의 마법",false,2626,4,0,0,419,1875,0,24,30,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1500,11,0,0,0,0,56,25,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
137,"리제네",false,2628,2,108,87,460,1875,0,24,35,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,7,0,0,0,false,0,25,58,5,7,0,0,57,25,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
138,"신성한 문장",false,2630,4,0,0,421,1875,0,24,40,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,6,0,0,0,0,58,25,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
139,"홀리",false,2629,2,108,85,462,1910,0,24,45,0,true,false,false,false,false,false,false,false,false,0,true,true,2,8,0,true,3,20,0,0,0,false,30,25,58,5,7,0,0,59,25,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
140,"거룩한 축복",false,2627,4,0,0,422,1875,0,24,50,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,0,0,0,0,0,true,0,3000,13,0,0,0,0,60,25,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
141,"파이어",false,451,2,106,79,473,1903,0,7,2,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,12,0,0,0,false,25,25,58,5,1,0,0,0,55,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
142,"블리자드",false,454,2,106,80,474,1875,0,7,1,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,0,0,0,false,25,25,58,5,2,0,0,0,55,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
143,"견고한 마법",false,460,4,0,0,424,1875,0,7,8,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,300,2,0,0,0,0,0,54,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
144,"선더",false,457,2,106,83,475,1875,0,7,6,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,8,0,0,0,false,25,25,58,5,5,4,0,0,55,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
145,"슬리플",false,465,2,106,86,476,1875,0,7,10,30,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,10,0,0,0,false,25,25,58,5,7,0,0,0,55,3,true,false,0,false,false,false,true,true,true,false,false,true,0,false
146,"블리자라",false,455,2,106,80,477,1902,0,7,12,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,3,8,0,0,0,false,20,25,58,5,2,0,0,0,62,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
147,"파이라",false,452,2,106,79,479,1904,0,7,18,25,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,3,15,0,0,0,false,30,25,58,5,1,0,0,0,55,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
148,"선더라",false,458,2,106,83,480,1875,0,7,22,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,12,0,0,0,false,30,25,58,5,5,4,0,0,55,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
149,"속성 전환",false,466,4,0,0,425,1875,0,7,4,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,120,1,0,0,0,0,0,55,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
150,"신속한 마법",false,461,4,0,0,427,1875,0,7,26,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,6,0,0,0,0,0,54,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
151,"무력화",false,464,4,0,0,428,1875,0,7,42,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,3,5,4,0,0,0,55,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
152,"파이가",false,453,2,106,79,483,1905,0,7,34,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,20,0,0,0,false,35,25,58,5,1,5,0,0,55,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
153,"선더가",false,459,2,106,83,484,1875,0,7,46,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,16,0,0,0,false,35,25,58,5,5,4,0,0,55,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
154,"블리자가",false,456,2,106,80,486,1875,0,7,38,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,12,0,0,0,false,35,25,58,5,2,0,0,0,55,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
155,"에테르 촉진",false,467,4,0,0,431,1875,0,7,50,25,false,true,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,300,4,0,0,0,0,0,55,1,false,true,0,false,false,true,true,true,true,false,false,true,0,false
156,"컬랩스",false,462,2,106,85,478,1875,0,7,15,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,8,0,0,0,false,0,25,58,5,7,0,0,78,55,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
157,"마배리어",false,463,4,106,90,481,1875,0,7,30,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,8,0,0,0,0,79,55,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
158,"생명력 변환",false,2651,4,0,0,426,1875,0,25,30,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,1,20,0,0,0,true,0,1800,11,0,0,0,0,61,26,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
159,"프리즈",false,2653,2,94,80,482,1906,0,25,35,25,false,false,false,false,false,false,true,false,false,0,true,true,2,5,0,true,3,20,0,0,0,false,30,25,58,5,2,0,0,62,26,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
160,"구원",false,2654,4,0,0,429,1875,0,25,40,30,false,true,false,false,false,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1800,12,0,0,0,0,63,26,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
161,"마법 장벽",false,2655,4,0,0,485,1875,0,25,45,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,9,0,0,0,0,64,26,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
162,"플레어",false,2652,2,94,85,487,1875,0,25,50,25,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,4,10,0,0,0,false,40,25,58,5,1,0,0,65,26,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
163,"루인",false,501,2,100,85,495,1875,0,26,1,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,2,0,0,0,false,25,25,58,5,7,0,0,0,72,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
164,"바이오",false,503,2,100,85,496,1875,0,26,2,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,0,0,0,false,0,25,58,5,7,0,0,0,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
165,"소환",false,516,2,187,92,189,1875,0,26,4,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,3,20,0,0,0,false,60,25,58,5,7,0,0,0,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
166,"에테르 순환",false,510,4,0,0,595,1875,0,26,6,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,6,0,0,0,0,0,68,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
167,"생명력 흡수",false,514,4,0,0,596,1875,0,26,8,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,10,304,32,304,0,true,0,30,2,5,7,0,0,0,68,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
168,"미아즈마",false,505,2,100,85,499,1875,0,26,10,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,5,0,0,0,false,25,25,58,5,7,0,0,0,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
169,"바이러스",false,513,4,0,0,594,1875,0,26,12,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,900,7,5,7,0,0,0,71,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
170,"소환 2",false,517,2,187,93,189,1875,0,26,15,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,3,20,0,0,0,false,60,25,58,5,7,0,0,80,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
171,"독려",false,508,2,100,87,500,1875,0,26,18,30,false,false,false,false,false,false,false,true,false,0,true,false,1,0,0,false,3,5,40,0,0,false,10,25,58,5,7,0,0,0,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
172,"루인라",false,502,2,100,85,517,1875,0,26,38,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,0,0,0,false,0,25,58,5,7,0,0,0,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
173,"부활",false,511,2,100,87,518,1875,0,26,22,30,false,true,true,false,true,false,false,false,false,1,true,false,1,0,0,false,3,30,0,0,0,false,80,25,58,5,7,0,0,0,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
174,"전염",false,507,4,0,0,508,1913,0,26,30,25,false,false,false,true,false,false,false,false,false,0,true,true,2,8,0,true,10,304,32,304,0,true,0,100,3,5,7,0,0,81,68,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
175,"눈에는 눈",false,512,4,0,0,597,1875,0,26,34,25,false,true,false,false,false,false,false,true,true,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1800,11,0,0,0,0,0,71,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
176,"각성",false,509,4,0,0,593,1875,0,26,42,25,false,false,false,false,false,false,false,true,false,0,true,false,1,0,0,false,0,0,40,0,0,true,0,900,8,5,7,0,0,0,68,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
177,"미아즈라",false,506,2,100,85,504,1912,0,26,46,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,3,7,0,0,0,false,0,25,58,5,7,0,0,0,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
178,"바이오라",false,504,2,100,85,509,1875,0,26,26,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,6,0,0,0,false,25,25,58,5,7,0,0,0,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
179,"섀도우 플레어",false,515,2,100,85,511,1917,0,26,50,25,false,false,false,false,false,false,true,false,false,0,true,true,7,5,0,false,3,8,0,0,0,false,30,25,58,5,7,0,0,0,68,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
180,"소환 3",false,2680,2,187,91,189,1875,0,27,30,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,3,20,0,0,0,false,60,25,58,5,7,0,0,82,28,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false
181,"미아즈마 버스트",false,2676,4,0,0,510,1875,0,27,35,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,10,304,32,304,0,true,0,100,4,5,7,0,0,83,28,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
