Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x0][0x8],3 [0x0][0xc],4 [0x0][0x10],5 [0x3][0x14],6 [0x3][0x15],7 [0x3][0x16],8 [0x19][0x18],9 [0x1a][0x18],10 [0x1b][0x18],11 [0x1c][0x18],12 [0x1d][0x18],13 [0x3][0x17]
215,"꼬마 친구 '미니 알렉산더'를 불러낸다.<br>'푸른손'이 개발한 축소판 실험 기체. 그게 다리였구나……","'푸른손'이 기공성 구조를 익히고자 교육 목적으로 개발한 축소판 기체. 이 기체를 본 자는 모두 '그게 다리였어?!'하고 놀라므로, 교육적 가치가 매우 높다. 재빠르게 움직이는 모습은 왠지 무섭다.","철컥철컥철컥…","신성한 변호","6초 동안 범위 안에 있는 아군의 방어력을 10 향상시킵니다. 아군이 '마물' 유형일 경우 방어력을 30 향상시킵니다.",30,60,2,true,false,false,false,false,3
216,"꼬마 친구 '아기 멧돼지'를 불러낸다.<br>어린 야생 멧돼지. 하지만 돌진력은 어른 못지않다!","어린 야생 멧돼지. 젤파톨 대협곡지대에 살았지만 무사 수행을 떠나기로 결심하고 모험가의 뒤를 쫓아다니기 시작했다. 언젠가 멋진 '멧돼지 무사'가 되고 싶다며, 저돌맹진을 거듭하고 있다. 돌진력만큼은 어른 못지않다.","타박타박타박타박","저돌맹진","9초 동안 범위 안에 있는 아군의 공격력을 20 향상시킵니다. 아군이 '동물' 유형일 경우 공격력을 30 향상시킵니다.",95,55,3,false,false,true,true,false,3
217,"꼬마 친구 '신 산크레드'를 불러낸다.<br>산크레드의 모습을 본뜬 마법인형. 야생미가 넘친다.","산크레드를 본뜬 마법인형. 고지 드라바니아에서의 생존 투쟁으로 인해 야성적으로 변모한 모습을 재현했다. 바스의 토굴집 그나스족과 거래해서 얻은 의상이 잘 어울린다. 너츠 이터와는 단짝이 되었다.","생존을 위해!","생존 기술","5초 동안 범위 안에 있는 적의 이동 속도를 50% 감소시킵니다.",55,30,4,false,true,false,false,false,4
218,"꼬마 친구 '신 알리제'를 불러낸다.<br>알리제의 모습을 본뜬 마법인형. 알피노와 구분하기 쉬워졌다.","알리제를 본뜬 마법인형. 언젠가 알리제가 돌아올 때를 대비해 타타루가 남몰래 만들었다. 새로운 의상을 고안할 때, 가지고 있던 자동인형에게 입혀보며 연습했다고 한다. 제작 단가가 낮다는 점이 최고로 꼽힌다.","나한테 힘을 빌려줘!","에머리를 위하여","15초 동안 특수기 포인트를 사용한 꼬마 친구의 공격력을 40 향상시킵니다.",45,25,3,false,false,false,true,false,3
219,"꼬마 친구 '에다 인형'을 불러낸다.<br>에다의 모습을 본뜬 마법인형. 그 비극을 잊지 않기 위해……","칠흑의 에다를 본뜬 마법인형. 어떤 주술사가 옛 동료의 명복을 빌기 위해 만들었다고 한다. 오랜만에 보니 머리카락이 조금 자란 것 같지만, 그냥 느낌일 것이다. 그럴 것이다.","에이비어에이비어에이비어","사랑의 무게","15초 동안 범위 안에 있는 적의 방어력을 50% 감소시킵니다.",90,40,1,false,false,false,false,true,4
220,"","","","","",0,0,0,false,false,false,false,false,0
221,"꼬마 친구 '류크 인형'을 불러낸다.<br>옛 영웅의 모습을 본뜬 마법인형. 왠지 불타오르는데~!","옛 영웅 '류크'를 본뜬 마법인형. 옛날, 어떤 소환사를 지키기 위해 여행에 동행했다고 한다. 갑자기 뭔가 던지는 듯한 움직임을 보이는 건 아이템 조합에 뛰어났던 그녀의 모습을 재현한 것. 왠지 불타오르는데~!","맡겨 줘~!","조합","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 범위 안에 있는 적에게 공격력 260만큼 피해를 줍니다.",50,40,4,false,false,true,false,false,2
222,"꼬마 친구 '루루 인형'을 불러낸다.<br>옛 영웅의 모습을 본뜬 마법인형. 한계를 초월한 모습을 보여줄까?","옛 영웅 '루루'를 본뜬 마법인형. 뛰어난 마도사이자 인형술사였다고 전해지는 그녀의 모습을 재현하고자, 더 작은 인형도 만들어 끼워 넣었다. 장인을 갈아 넣은 듯한 완성도라 할 수 있다. 한계를 초월한 모습을 보여줄까?","마지막까지 잘 버텨 보라고!","흑마법","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",70,40,2,false,false,true,false,false,1
223,"","","","","",0,0,0,false,false,false,false,false,0
224,"꼬마 친구 '문브뤼다 인형'을 불러낸다.<br>문브뤼다의 모습을 본뜬 마법인형. 자식, 보고 싶었다!","문브뤼다를 본뜬 마법인형. 그녀를 잃은 뒤에야 자신의 마음을 깨달은 위리앙제가, 마음을 정리하고자 남몰래 혼자 만들었다고 한다. 얼굴이 유달리 다정해 보이는 이유는 그에게 보여주던 본모습이 그랬기 때문일 것이다.","자식, 보고 싶었다!","더블 하켄","가장 가까운 적군 소환진에 50%만큼 피해를 줍니다. 이미 파괴되었을 경우에는 효과가 없습니다.",30,35,3,false,true,false,false,false,8
225,"꼬마 친구 '대륙기예단의 눈'을 불러낸다.<br>어린 아리만. 기예단에 구경거리로 팔린 불행한 과거가 있다.","어린 아리만. 물질계에 소환되었지만 너무나 연약한 존재였기에 금방 사냥꾼에게 잡혔다. 그 후 대륙기예단에 구경거리로 팔린 불행한 과거가 있다.","힐끔…","째려보기","범위 안에 있는 적군에게 걸린 모든 강화 효과를 해제합니다.",45,40,3,false,true,true,false,false,6
