Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x19][0x12],9 [0x0][0x8],10 [0x5][0x18],11 [0x5][0x1a],12 [0x3][0x1c],13 [0x3][0x1d],14 [0x7][0x14],15 [0x3][0x1e],16 [0x3][0x1f],17 [0x3][0x20]
2000299,"연둣빛 이끼",0,"연둣빛 이끼",0,0,1,0,0,false,"연둣빛 이끼",22649,0,99,1,0,0,0,0
2000300,"큰가시나무 꿀",0,"큰가시나무 꿀",0,0,1,0,0,false,"큰가시나무 꿀",22642,0,99,1,0,0,0,0
2000301,"큰가시나무 가시",0,"큰가시나무 가시",0,0,1,0,0,false,"큰가시나무 가시",22304,0,99,1,0,0,0,0
2000302,"말린 문투이 콩",0,"말린 문투이 콩",0,0,1,0,0,false,"말린 문투이 콩",25353,0,99,1,0,0,0,0
2000303,"티놀카 붓꽃",0,"티놀카 붓꽃",0,0,1,0,0,false,"티놀카 붓꽃",21651,0,99,1,0,0,0,0
2000304,"드러난 나무뿌리",0,"드러난 나무뿌리",0,0,1,0,0,false,"드러난 나무뿌리",25005,0,99,1,0,0,0,0
2000305,"말라 비틀어진 뿌리",0,"말라 비틀어진 뿌리",0,0,1,0,0,false,"말라 비틀어진 뿌리",25005,0,99,1,0,0,0,0
2000306,"튼튼한 나무뿌리",0,"튼튼한 나무뿌리",0,0,1,0,0,false,"튼튼한 나무뿌리",25005,0,99,1,0,0,0,0
2000307,"질 좋은 갈라고 박하",0,"질 좋은 갈라고 박하",0,0,1,0,0,false,"질 좋은 갈라고 박하",25016,0,99,1,0,0,0,0
2000308,"갉아 먹힌 갈라고 박하",0,"갉아 먹힌 갈라고 박하",0,0,1,0,0,false,"갉아 먹힌 갈라고 박하",25016,0,99,1,0,0,0,0
2000309,"겔모라 시대의 동전",0,"겔모라 시대의 동전",0,0,1,0,0,false,"겔모라 시대의 동전",25916,0,99,1,0,0,0,0
2000310,"녹슨 쇠붙이",0,"녹슨 쇠붙이",0,0,1,0,0,false,"녹슨 쇠붙이",20817,0,99,1,0,0,0,0
2000311,"너무 길게 자란 가지",0,"너무 길게 자란 가지",0,0,1,0,0,false,"너무 길게 자란 가지",22416,0,99,1,0,0,0,0
2000312,"낙엽",0,"낙엽",0,0,1,0,0,false,"낙엽",25217,0,99,1,0,0,0,0
2000313,"붉은가시 열매",0,"붉은가시 열매",0,0,1,0,0,false,"붉은가시 열매",25023,0,99,1,0,0,0,0
2000314,"붉은가시 잎",0,"붉은가시 잎",0,0,1,0,0,false,"붉은가시 잎",25213,0,99,1,0,0,0,0
2000315,"검은장막 사과",0,"검은장막 사과",0,0,1,0,0,false,"검은장막 사과",25308,0,99,1,0,0,0,0
2000316,"송충이",0,"송충이",0,0,1,0,0,false,"송충이",27004,0,99,1,0,0,0,0
2000317,"의문의 버섯",0,"의문의 버섯",0,0,1,0,0,false,"의문의 버섯",25407,0,99,1,0,0,0,0
2000318,"포자 묻은 나무못",0,"포자 묻은 나무못",0,0,1,0,0,false,"포자 묻은 나무못",22305,0,99,1,0,0,0,0
2000319,"연습용 장창",0,"",0,0,1,0,0,false,"연습용 장창",31816,0,99,1,0,0,0,0
2000320,"거름 포대",0,"",0,0,1,0,0,false,"거름 포대",25356,0,99,1,0,0,0,0
2000321,"독거미전갈 알",0,"",0,0,1,0,0,false,"독거미전갈 알",25252,0,99,1,0,0,0,0
2000322,"흰갓버섯",0,"",0,0,1,0,0,false,"흰갓버섯",25402,0,99,1,0,0,0,0
2000323,"쇠덫",0,"",0,0,1,0,0,false,"쇠덫",27241,0,99,1,0,0,0,0
2000324,"진정의 정화수",0,"",0,0,1,0,0,false,"진정의 정화수",22606,1,99,1,0,1,0,0
2000325,"영양 다릿살",0,"",0,0,1,0,0,false,"영양 다릿살",25153,0,99,1,0,0,0,0
2000326,"요마 전집 '썩은 내를 풍기는 자' 페이지",0,"",0,0,1,0,0,false,"요마 전집 '썩은 내를 풍기는 자' 페이지",26151,0,99,1,0,0,0,0
2000327,"비장의 벌꿀주",0,"",0,0,1,0,0,false,"비장의 벌꿀주",25057,0,99,1,0,0,0,0
2000328,"요마 전집 '마안을 빛내는 자' 페이지",0,"",0,0,1,0,0,false,"요마 전집 '마안을 빛내는 자' 페이지",26151,0,99,1,0,0,0,0
2000329,"요마 전집 '부정한 자' 페이지",0,"",0,0,1,0,0,false,"요마 전집 '부정한 자' 페이지",26151,0,99,1,0,0,0,0
2000330,"금강거북 알",0,"",0,0,1,0,0,false,"금강거북 알",25252,0,99,1,0,0,0,0
2000331,"밀렵당한 짐승 가죽",0,"",0,0,1,0,0,false,"밀렵당한 짐승 가죽",22015,0,99,1,0,0,0,0
2000332,"물 정령의 핵",0,"",0,0,1,0,0,false,"물 정령의 핵",22606,1,99,1,0,3,0,0
2000333,"커다란 꽃가루 덩어리",0,"",0,0,1,0,0,false,"커다란 꽃가루 덩어리",25007,1,99,1,0,3,0,0
2000335,"대머리수리 가슴살",0,"",0,0,1,0,0,false,"대머리수리 가슴살",25158,0,99,1,0,0,0,0
2000336,"아귀회",0,"",0,0,1,0,0,false,"아귀회",29002,0,99,1,0,0,0,0
2000337,"더러운 일기장",0,"",0,0,1,0,0,false,"더러운 일기장",26002,1,1,1,0,3,0,0
2000338,"앞돛대 탑으로 보내는 짐",0,"앞돛대 탑으로 보내는 짐",0,0,1,0,0,false,"앞돛대 탑으로 보내는 짐",21005,1,1,1,65934,3,0,0
2000339,"데네벨 관문으로 보내는 짐",0,"데네벨 관문으로 보내는 짐",0,0,1,0,0,false,"데네벨 관문으로 보내는 짐",23001,1,1,1,65934,3,0,0
2000340,"물 정령의 핵",0,"물 정령의 핵",0,0,1,0,0,false,"물 정령의 핵",22606,1,3,1,65936,3,0,0
2000341,"썩은 쥐고기",0,"썩은 쥐고기",0,0,1,0,0,false,"썩은 쥐고기",24353,1,1,1,65937,3,0,0
2000342,"풍년옥수수 모종",0,"풍년옥수수 모종",0,0,1,0,0,false,"풍년옥수수 모종",25004,1,1,1,65938,3,0,0
2000343,"철제 화로",0,"철제 화로",0,0,1,0,0,false,"철제 화로",21003,1,1,1,65939,3,0,0
2000344,"봄의 작은손가락",0,"봄의 작은손가락",0,0,1,0,0,false,"봄의 작은손가락",22623,1,1,1,65939,3,0,0
2000345,"유산이 든 상자",0,"유산이 든 상자",0,0,1,0,0,false,"유산이 든 상자",21002,1,1,1,65940,3,0,0
2000346,"도도 유정란",0,"도도 유정란",0,0,1,0,0,false,"도도 유정란",25251,1,3,1,65941,3,0,0
2000347,"검고 축축한 흙",0,"검고 축축한 흙",0,0,1,0,0,false,"검고 축축한 흙",21466,1,3,1,66003,3,0,0
2000348,"도둑맞은 농기구",0,"도둑맞은 농기구",0,0,1,0,0,false,"도둑맞은 농기구",21002,1,3,1,66004,3,0,0
2000350,"개척자의 삽",0,"개척자의 삽",0,0,1,0,0,false,"개척자의 삽",21003,1,3,1,66007,3,0,0
2000351,"잘 익은 라노시아 오렌지",0,"잘 익은 라노시아 오렌지",0,0,1,0,0,false,"잘 익은 라노시아 오렌지",25312,1,3,1,66008,3,0,0
2000352,"파파포노의 짐",0,"파파포노의 짐",0,0,1,0,0,false,"파파포노의 짐",40502,1,1,1,0,3,0,0
2000353,"파파포노의 짐",0,"파파포노의 짐",0,0,1,0,0,false,"파파포노의 짐",44036,1,1,1,0,3,0,0
2000354,"키키푸에게 보내는 편지",0,"키키푸에게 보내는 편지",0,0,1,0,0,false,"키키푸에게 보내는 편지",25918,1,1,1,65760,3,0,0
2000355,"망치부리의 꼬리 깃털",0,"망치부리의 꼬리 깃털",0,0,1,0,0,false,"망치부리의 꼬리 깃털",21906,1,5,1,65760,3,0,0
2000356,"오렌지가 든 자루",0,"오렌지가 든 자루",0,0,1,0,0,false,"오렌지가 든 자루",25919,1,1,1,66002,3,0,0
2000357,"동전이 든 자루",0,"동전이 든 자루",0,0,1,0,0,false,"동전이 든 자루",25919,1,1,1,66002,3,0,0
2000367,"말벌의 독침",0,"말벌의 독침",0,0,1,0,0,false,"말벌의 독침",22305,1,6,1,66098,3,0,0
2000368,"다다넨이 보낸 독촉장",0,"다다넨이 보낸 독촉장",0,0,1,0,0,false,"다다넨이 보낸 독촉장",25906,1,1,1,65864,3,0,0
2000369,"나나샤 공작석 원석",0,"나나샤 공작석 원석",0,0,1,0,0,false,"나나샤 공작석 원석",20004,1,3,1,66039,3,0,0
2000370,"예리한 곡괭이",0,"예리한 곡괭이",0,0,1,0,0,false,"예리한 곡괭이",38005,1,1,1,66040,3,0,0
2000371,"낡은 장도리",0,"낡은 장도리",0,0,1,0,0,false,"낡은 장도리",35052,1,1,1,66040,3,0,0
2000372,"무거운 망치",0,"무거운 망치",0,0,1,0,0,false,"무거운 망치",38051,1,1,1,66040,3,0,0
2000373,"쇠덫",0,"쇠덫",0,0,1,0,0,false,"쇠덫",21003,1,4,1,65873,3,0,0
2000374,"독뿔도마뱀의 마안",0,"독뿔도마뱀의 마안",0,0,1,0,0,false,"독뿔도마뱀의 마안",21280,1,4,1,65875,3,0,0
2000376,"들개 피",0,"들개 피",0,0,1,0,0,false,"들개 피",20641,1,4,1,65877,3,0,0
2000377,"레오프릭에게 보내는 편지",0,"레오프릭에게 보내는 편지",0,0,1,0,0,false,"레오프릭에게 보내는 편지",25918,1,1,1,65866,3,0,0
2000378,"나나샤 공작석 원석",0,"나나샤 공작석 원석",0,0,1,0,0,false,"나나샤 공작석 원석",20004,1,3,1,66109,3,0,0
2000379,"두꺼비 독액",0,"약의 재료로 쓰이는 독두꺼비 독액",0,0,1,0,0,false,"두꺼비 독액",20682,1,2,1,66066,3,0,0
2000380,"베링게어에게 보내는 편지",0,"베링게어에게 보내는 편지",0,0,1,0,0,false,"베링게어에게 보내는 편지",26151,1,1,1,66067,3,0,0
2000381,"오래된 단검",0,"오래된 단검",0,0,1,0,0,false,"오래된 단검",30222,1,1,1,65868,3,0,0
2000382,"독수리 다릿살",0,"독수리 다릿살",0,0,1,0,0,false,"독수리 다릿살",25154,1,2,1,65871,3,0,0
2000383,"딱딱지게 다리",0,"딱딱지게를 잡으면 얻을 수 있는 식재료",0,0,1,0,0,false,"딱딱지게 다리",29201,1,2,1,65871,3,0,0
2000384,"돛배조개 회",0,"돛배조개를 잡으면 얻을 수 있는 신선한 횟감",0,0,1,0,0,false,"돛배조개 회",25156,1,2,1,65871,3,0,0
2000385,"마멋의 신선한 피",0,"마멋의 신선한 피",0,0,1,0,0,false,"마멋의 신선한 피",22601,1,5,1,66108,3,0,0
2000386,"모모디가 준 소개장",0,"모모디가 준 소개장",0,0,1,0,0,false,"모모디가 준 소개장",25906,1,1,1,66104,3,0,0
2000387,"모모디가 준 소개장",0,"모모디가 준 소개장",0,0,1,0,0,false,"모모디가 준 소개장",25906,1,1,1,66105,3,0,0
2000388,"모모디가 준 소개장",0,"모모디가 준 소개장",0,0,1,0,0,false,"모모디가 준 소개장",25906,1,1,1,66106,3,0,0
2000390,"수상한 전단",0,"수상한 전단",0,0,1,0,0,false,"수상한 전단",25906,1,1,1,66158,3,0,0
2000391,"하얗게 빛나는 돌",0,"하얗게 빛나는 돌",0,0,1,0,0,false,"하얗게 빛나는 돌",21251,1,1,1,66165,3,0,0
2000392,"알디크 라벤더",0,"알디크 라벤더",0,0,1,0,0,false,"알디크 라벤더",25002,1,3,1,66166,3,0,0
2000393,"구인 광고지",0,"구인 광고지",0,0,1,0,0,false,"구인 광고지",25906,1,5,1,66168,3,0,0
2000394,"하얗게 빛나는 돌",0,"하얗게 빛나는 돌",0,0,1,0,0,false,"하얗게 빛나는 돌",21213,1,5,1,66170,3,0,0
2000395,"탁한 샘물",0,"탁한 샘물",0,0,1,0,0,false,"탁한 샘물",25055,1,1,1,66173,3,0,0
2000396,"오윈에게 보내는 편지",0,"오윈에게 보내는 편지",0,0,1,0,0,false,"오윈에게 보내는 편지",25918,1,1,1,66164,3,0,0
2000397,"태양신에게 바칠 공물",0,"태양신에게 바칠 공물",0,0,1,0,0,false,"태양신에게 바칠 공물",25919,1,1,1,0,3,0,0
2000398,"오윈에게 보내는 편지",0,"오윈에게 보내는 편지",0,0,1,0,0,false,"오윈에게 보내는 편지",25918,1,1,1,66087,3,0,0
2000399,"끔찍한 시체",0,"끔찍한 시체",0,0,1,0,0,false,"끔찍한 시체",26024,1,3,1,66154,3,0,0
2000400,"니메이아 백합 꽃다발",0,"니메이아 백합 꽃다발",0,0,1,0,0,false,"니메이아 백합 꽃다발",22627,1,5,1,66163,3,0,0
2000401,"전갈무늬 반지",0,"",0,0,1,0,0,false,"전갈무늬 반지",48034,1,1,1,0,3,0,0
2000402,"특제 포션",0,"",0,0,1,0,0,false,"특제 포션",20601,1,1,1,65799,3,0,0
2000403,"전갈무늬 반지",0,"",0,0,1,0,0,false,"전갈무늬 반지",48034,1,1,1,65799,3,0,0
2000404,"독약 거래 명세서",0,"",0,0,1,0,0,false,"독약 거래 명세서",25918,1,1,1,65801,3,0,0
2000405,"자단나무 상자",0,"자단나무 상자",0,0,1,0,0,false,"자단나무 상자",21002,1,1,1,66177,3,0,0
2000406,"오래된 공물",0,"오래된 공물",0,0,1,0,0,false,"오래된 공물",21003,1,6,1,66178,3,0,0
2000407,"독한 말벌주",0,"독한 말벌주",0,0,1,0,0,false,"독한 말벌주",20662,1,3,1,66173,3,0,0
2000408,"독두꺼비 다릿살",0,"독두꺼비 다릿살",0,0,1,0,0,false,"독두꺼비 다릿살",25155,1,5,1,66094,3,0,0
2000409,"나무인형",0,"나무인형",0,0,1,0,0,false,"나무인형",27281,1,4,1,66102,3,0,0
2000410,"지평선 관문에 보내는 소포",0,"지평선 관문에 보내는 소포",0,0,1,0,0,false,"지평선 관문에 보내는 소포",21003,1,1,1,65926,3,0,0
2000411,"랄거 담즙",0,"",0,0,1,0,0,false,"랄거 담즙",20662,1,1,1,65801,3,0,0
2000412,"구인 광고지",0,"구인 광고지",0,0,1,0,0,false,"구인 광고지",25906,1,5,1,66168,3,0,0
2000413,"차압 딱지",0,"차압 딱지",0,0,1,0,0,false,"차압 딱지",25906,1,4,1,65766,3,0,0
2000414,"말라 비틀어진 생선",0,"말라 비틀어진 생선",0,0,1,0,0,false,"말라 비틀어진 생선",25919,1,1,1,65883,3,0,0
2000415,"대머리수리 가슴살",0,"대머리수리 가슴살",0,0,1,0,0,false,"대머리수리 가슴살",25151,1,1,1,65883,3,0,0
2000416,"에테르 수송 상자",0,"에테르 수송 상자",0,0,1,0,0,false,"에테르 수송 상자",21003,1,1,1,65884,3,0,0
2000417,"아말쟈의 생피",0,"아말쟈의 생피",0,0,1,0,0,false,"아말쟈의 생피",22601,1,2,1,65884,3,0,0
2000418,"에테르 수송 상자",0,"에테르 수송 상자",0,0,1,0,0,false,"에테르 수송 상자",21003,1,1,1,65885,3,0,0
2000419,"아말쟈의 생피",0,"아말쟈의 생피",0,0,1,0,0,false,"아말쟈의 생피",22601,1,2,1,65885,3,0,0
2000420,"피에 젖은 홀",0,"피에 젖은 홀",0,0,1,0,0,false,"피에 젖은 홀",32806,1,1,1,65887,3,0,0
2000421,"찢어진 고서",0,"찢어진 고서",0,0,1,0,0,false,"찢어진 고서",26002,1,1,1,65887,3,0,0
2000422,"모르모에 관한 논문",0,"모르모에 관한 논문",0,0,1,0,0,false,"모르모에 관한 논문",26002,1,3,1,65888,3,0,0
2000423,"오래된 동전",0,"오래된 동전",0,0,1,0,0,false,"오래된 동전",25917,1,5,1,66090,3,0,0
2000425,"모르모에 관한 논문",0,"모르모에 관한 논문",0,0,1,0,0,false,"모르모에 관한 논문",26002,1,3,1,65888,3,0,0
2000426,"코코부시를 찾는 전단지",0,"코코부시를 찾는 전단지",0,0,1,0,0,false,"코코부시를 찾는 전단지",25906,1,3,1,65889,3,0,0
2000427,"개울두꺼비의 간",0,"개울두꺼비의 간",0,0,1,0,0,false,"개울두꺼비의 간",22603,1,3,1,66011,3,0,0
2000428,"양털이 든 자루",0,"양털이 든 자루",0,0,1,0,0,false,"양털이 든 자루",22610,1,1,1,66012,3,0,0
2000429,"밀가루 포대",0,"밀가루 포대",0,0,1,0,0,false,"밀가루 포대",25351,1,4,1,66013,3,0,0
2000430,"옷가지가 든 보자기",0,"옷가지가 든 보자기",0,0,1,0,0,false,"옷가지가 든 보자기",21003,1,3,1,66014,3,0,0
2000431,"옷가지가 든 보자기",0,"옷가지가 든 보자기",0,0,1,0,0,false,"옷가지가 든 보자기",21005,1,1,1,0,3,0,0
2000432,"옷가지가 든 보자기",0,"옷가지가 든 보자기",0,0,1,0,0,false,"옷가지가 든 보자기",23001,1,1,1,0,3,0,0
2000433,"피에 젖은 팔찌",0,"피에 젖은 팔찌",0,0,1,0,0,false,"피에 젖은 팔찌",48801,1,1,1,65887,3,0,0
2000434,"고기가 든 상자",0,"고기가 든 상자",0,0,1,0,0,false,"고기가 든 상자",21003,1,1,1,66015,3,0,0
2000435,"커다란 포대",0,"커다란 포대",0,0,1,0,0,false,"커다란 포대",21610,1,3,1,66016,3,0,0
2000436,"도도가 들어있는 포대",0,"도도가 들어있는 포대",0,0,1,0,0,false,"도도가 들어있는 포대",25919,1,3,1,66016,3,0,0
2000437,"이 박멸용 솔",0,"이 박멸용 솔",0,0,1,0,0,false,"이 박멸용 솔",25919,1,3,1,66017,3,0,0
2000438,"반투명한 점액",0,"반투명한 점액",0,0,1,0,0,false,"반투명한 점액",25105,1,1,1,66019,3,0,0
2000439,"녹색 체액",0,"녹색 체액",0,0,1,0,0,false,"녹색 체액",25054,1,3,1,66019,3,0,0
2000440,"고순도 땅 크리스탈",0,"고순도 땅 크리스탈",0,0,1,0,0,false,"고순도 땅 크리스탈",20012,1,3,1,66021,3,0,0
2000441,"작은 열쇠",0,"작은 열쇠",0,0,1,0,0,false,"작은 열쇠",25904,1,99,1,0,0,0,0
2000442,"6온즈 폭약",0,"6온즈 폭약",0,0,1,0,0,false,"6온즈 폭약",21001,1,99,1,0,0,0,0
2000444,"가로등용 기름",0,"가로등용 기름",0,0,1,0,0,false,"가로등용 기름",25055,1,7,1,65656,3,0,0
2000445,"멜위브 제독에게 보내는 친서",0,"멜위브 제독에게 보내는 친서",0,0,1,0,0,false,"멜위브 제독에게 보내는 친서",25918,1,1,1,66064,3,0,0
2000446,"환술황 카느 에에게 보내는 친서",0,"환술황 카느 에에게 보내는 친서",0,0,1,0,0,false,"환술황 카느 에에게 보내는 친서",25918,1,1,1,66064,3,0,0
2000447,"이상한 향초",0,"이상한 향초",0,0,1,0,0,false,"이상한 향초",25002,1,6,1,65647,0,0,0
2000448,"스위트닉스가 쓴 편지",0,"스위트닉스가 쓴 편지",0,0,1,0,0,false,"스위트닉스가 쓴 편지",25918,1,1,1,65649,0,0,0
2000449,"관세 체납자 명단",0,"관세 체납자 명단",0,0,1,0,0,false,"관세 체납자 명단",25906,1,2,1,65651,0,0,0
2000450,"신선한 양고기",0,"신선한 양고기",0,0,1,0,0,false,"신선한 양고기",25153,1,4,1,65652,0,0,0
2000451,"일곱 번째 세이지 봉투",0,"일곱 번째 세이지 봉투",0,0,1,0,0,false,"일곱 번째 세이지 봉투",25919,1,2,1,65654,0,0,0
2000452,"일곱 번째 세이지 봉투",0,"일곱 번째 세이지 봉투",0,0,1,0,0,false,"일곱 번째 세이지 봉투",25919,1,1,1,0,0,0,0
2000453,"실종자 명단",0,"실종자 명단",0,0,1,0,0,false,"실종자 명단",25906,1,1,1,65655,0,0,0
2000454,"부유 해파리 살",0,"부유 해파리 살",0,0,1,0,0,false,"부유 해파리 살",25156,1,4,1,65658,0,0,0
2000455,"무전취식 용의자 몽타주",0,"무전취식 용의자 몽타주",0,0,1,0,0,false,"무전취식 용의자 몽타주",25906,1,1,1,65653,0,0,0
2000456,"멜위브 제독에게 보내는 친서",0,"멜위브 제독에게 보내는 친서",0,0,1,0,0,false,"멜위브 제독에게 보내는 친서",25918,1,1,1,66043,3,0,0
2000457,"라우반 국장에게 보내는 친서",0,"라우반 국장에게 보내는 친서",0,0,1,0,0,false,"라우반 국장에게 보내는 친서",25918,1,1,1,66043,3,0,0
2000458,"환술황 카느 에에게 보내는 친서",0,"환술황 카느 에에게 보내는 친서",0,0,1,0,0,false,"환술황 카느 에에게 보내는 친서",25918,1,1,1,66082,3,0,0
2000459,"라우반 국장에게 보내는 친서",0,"라우반 국장에게 보내는 친서",0,0,1,0,0,false,"라우반 국장에게 보내는 친서",25918,1,1,1,66082,3,0,0
2000460,"시장가격 조사서",0,"시장가격 조사서",0,0,1,0,0,false,"시장가격 조사서",25906,1,1,1,65650,0,0,0
2000461,"민필리아의 단검",0,"민필리아의 단검",0,0,1,0,0,false,"민필리아의 단검",30412,1,1,1,65808,3,0,0
2000462,"마테리아를 장착한 단검",0,"마테리아를 장착한 단검",0,0,1,0,0,false,"마테리아를 장착한 단검",30412,1,1,1,65808,3,0,0
2000463,"먹음직한 프레첼",0,"먹음직한 프레첼",0,0,1,0,0,false,"먹음직한 프레첼",24001,1,3,1,66207,3,0,0
2000464,"사고야자 줄기",0,"사고야자 줄기",0,0,1,0,0,false,"사고야자 줄기",25303,1,99,1,0,0,0,0
2000465,"사고야자 씨앗",0,"사고야자 씨앗",0,0,1,0,0,false,"사고야자 씨앗",25017,1,99,1,0,0,0,0
2000466,"시든 이파리",0,"시든 이파리",0,0,1,0,0,false,"시든 이파리",25201,1,99,1,0,0,0,0
2000467,"오쉬온로젤 꽃받침",0,"오쉬온로젤 꽃받침",0,0,1,0,0,false,"오쉬온로젤 꽃받침",25202,1,99,1,0,0,0,0
2000468,"야자 열매",0,"야자 열매",0,0,1,0,0,false,"야자 열매",25315,1,99,1,0,0,0,0
2000469,"지저분한 벽돌",0,"지저분한 벽돌",0,0,1,0,0,false,"지저분한 벽돌",22609,1,99,1,0,0,0,0
2000470,"단단한 벽돌",0,"단단한 벽돌",0,0,1,0,0,false,"단단한 벽돌",21251,1,99,1,0,0,0,0
2000471,"풍화된 암반 파편",0,"풍화된 암반 파편",0,0,1,0,0,false,"풍화된 암반 파편",21206,1,99,1,0,0,0,0
2000472,"단단한 암반 파편",0,"단단한 암반 파편",0,0,1,0,0,false,"단단한 암반 파편",21205,1,99,1,0,0,0,0
2000473,"질 좋은 황동 광석",0,"질 좋은 황동 광석",0,0,1,0,0,false,"질 좋은 황동 광석",21207,1,99,1,0,0,0,0
2000474,"저순도 구리 광석",0,"저순도 구리 광석",0,0,1,0,0,false,"저순도 구리 광석",21209,1,99,1,0,0,0,0
2000475,"지저분한 벽돌",0,"지저분한 벽돌",0,0,1,0,0,false,"지저분한 벽돌",22609,1,99,1,0,0,0,0
2000476,"단단한 벽돌",0,"단단한 벽돌",0,0,1,0,0,false,"단단한 벽돌",21251,1,99,1,0,0,0,0
2000477,"암석 견본",0,"암석 견본",0,0,1,0,0,false,"암석 견본",21455,1,99,1,0,0,0,0
2000478,"광석 견본",0,"광석 견본",0,0,1,0,0,false,"광석 견본",21203,1,99,1,0,0,0,0
2000479,"갈색 돌덩어리",0,"갈색 돌덩어리",0,0,1,0,0,false,"갈색 돌덩어리",21206,1,99,1,0,0,0,0
2000480,"질 좋은 아연 광석",0,"질 좋은 아연 광석",0,0,1,0,0,false,"질 좋은 아연 광석",21210,1,99,1,0,0,0,0
2000481,"지저분한 석재",0,"지저분한 석재",0,0,1,0,0,false,"지저분한 석재",21454,1,99,1,0,0,0,0
2000482,"깨끗한 석재",0,"깨끗한 석재",0,0,1,0,0,false,"깨끗한 석재",22615,1,99,1,0,0,0,0
2000483,"암석 견본",0,"암석 견본",0,0,1,0,0,false,"암석 견본",21454,1,99,1,0,0,0,0
2000484,"광석 견본",0,"광석 견본",0,0,1,0,0,false,"광석 견본",21202,1,99,1,0,0,0,0
2000485,"독뿔도마뱀의 허물",0,"독뿔도마뱀의 허물",0,0,1,0,0,false,"독뿔도마뱀의 허물",21822,1,99,1,0,0,0,0
2000486,"풍화된 암반 파편",0,"풍화된 암반 파편",0,0,1,0,0,false,"풍화된 암반 파편",21206,1,99,1,0,0,0,0
2000487,"단단한 암반 파편",0,"단단한 암반 파편",0,0,1,0,0,false,"단단한 암반 파편",21205,1,99,1,0,0,0,0
2000488,"암석 견본",0,"암석 견본",0,0,1,0,0,false,"암석 견본",21455,1,99,1,0,0,0,0
2000489,"광석 견본",0,"광석 견본",0,0,1,0,0,false,"광석 견본",21211,1,99,1,0,0,0,0
